organization,pacs,honoree,date,amount_usd
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Raul Ruiz,2025-04-30,1500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Katherine Clark,2025-04-30,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Tim Moore,2025-04-30,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Andrew Garbarino,2025-04-30,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Jimmy Gomez,2025-04-30,3500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Laura Gillen,2025-04-30,1500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Grace Meng,2025-04-30,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Bill Huizenga,2025-04-30,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Jimmy Panetta,2025-04-30,1500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Joe Neguse,2025-04-30,2500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Joe Neguse,2025-04-30,1000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Sen. James Lankford,2025-04-30,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Sam Liccardo,2025-04-30,2500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Marc Veasey,2025-04-30,1500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Mike Bost,2025-04-30,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Sen. Ashley Moody,2025-04-30,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Nicole Malliotakis,2025-04-30,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Nikki Budzinski,2025-04-30,1500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Pete Aguilar,2025-04-30,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Sen. Pete Ricketts,2025-04-30,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Ron Estes,2025-04-30,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Salud Carbajal,2025-04-30,1500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Hillary Scholten,2025-04-30,1500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Sharice Davids,2025-04-30,1500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Greg Stanton,2025-04-30,4000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Bryan Steil,2025-04-30,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Suhas Subramanyam,2025-04-30,1500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Val Hoyle,2025-04-30,1500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Veronica Escobar,2025-04-30,1500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Debbie Wasserman Schultz,2025-04-24,-2500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Suzan DelBene,2025-04-24,-2500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Raul Ruiz,2025-04-24,-1500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Jimmy Panetta,2025-04-24,-1500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Joe Neguse,2025-04-24,-2500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Pete Aguilar,2025-04-24,-5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Salud Carbajal,2025-04-24,-1500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Greg Stanton,2025-04-24,-4000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Ann Wagner,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Ann Wagner,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Bill Foster,2025-03-27,2500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Blake Moore,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Brian Fitzpatrick,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Brad Schneider,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Brittany Pettersen,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Chrissy Houlahan,2025-03-27,1000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Brendan Boyle,2025-03-27,2500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Darren Soto,2025-03-27,2500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Warren Davidson,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),DCCC,2025-03-27,15000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Debbie Wasserman Schultz,2025-03-27,2500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Deborah Ross,2025-03-27,1000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Suzan DelBene,2025-03-27,2500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Suzan DelBene,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Linda Sanchez,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Derek Tran,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Raul Ruiz,2025-03-27,1500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),DSCC,2025-03-27,15000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),"Rep. Tom Emmer, Jr.",2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),"Rep. Tom Emmer, Jr.",2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Randy Feenstra,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Sen. Mike Crapo,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. French Hill,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. French Hill,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Jahana Hayes,2025-03-27,1000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Sen. Mark Warner,2025-03-27,2500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Sen. Mark Warner,2025-03-27,2500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Raja Krishnamoorthi,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),"Rep. Gabe Amo, Jr.",2025-03-27,2000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Guy Reschenthaler,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Kevin Hern,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Jim Himes,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Steny Hoyer,2025-03-27,2500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Sen. Jon Husted,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. French Hill,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Janelle Bynum,2025-03-27,2500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Jason Smith,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Jimmy Panetta,2025-03-27,1500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Jimmy Panetta,2025-03-27,1000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Sen. Joni Ernst,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Joe Neguse,2025-03-27,2500.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Sen. Ruben Gallego,2025-03-27,5000.00
UBS AMERICAS INC.,UBS Americas Inc. Political Action Committee (UBS PAC),Rep. Tim Kennedy,2025-03-27,5000.00
